64	22.73
128	14.59
256	7.38
512	4.36
1024	2.40
2048	1.42
4096	0.92
8192	0.66
16384	0.57
32768	0.48
65536	0.62
131072	0.52
262144	0.47
524288	0.45
1048576	0.43
2097152	0.45
4194304	0.50
8388608	0.48
