64	8.42
128	4.50
256	2.39
512	1.32
1024	0.83
2048	0.55
4096	0.43
8192	0.46
16384	0.37
32768	0.35
65536	0.36
131072	0.41
262144	0.44
524288	0.44
1048576	0.48
2097152	0.75
4194304	0.74
8388608	0.68
