1	94.972067	17.13
2	180.360721	9.08
3	244.604317	5.96
4	315.985130	4.43
5	429.292929	3.58
6	429.292929	2.99
7	505.617978	2.59
8	636.042403	2.26
9	631.578947	2.02
10	671.641791	1.82
11	772.532189	1.65
12	972.972973	1.52
13	801.687764	1.50
14	1069.518717	1.49
15	932.203390	1.49
16	1250.000000	1.48
17	1038.961039	1.47
18	1460.674157	1.47
19	1205.357143	1.46
20	1656.804734	1.45
21	1401.869159	1.44
22	1974.522293	1.43
23	1600.000000	1.42
24	2323.943662	1.42
25	1774.193548	1.42
26	1422.413793	1.46
27	1843.575419	1.46
28	1466.666667	1.45
29	1952.662722	1.44
