1	15.220700	18.75
2	24.671053	11.36
3	33.898305	8.58
4	26.702270	6.51
5	31.055901	5.84
6	47.619048	5.75
7	48.076923	5.81
8	48.465267	5.80
9	48.309179	5.88
10	76.804916	6.13
11	72.780204	6.19
12	69.637883	6.15
13	87.591241	6.48
14	92.105263	6.55
15	90.322581	6.95
16	101.910828	6.88
17	101.010101	6.83
18	110.565111	7.00
19	123.796424	6.89
20	118.890357	7.06
21	88.383838	7.09
22	129.107981	7.34
23	136.986301	7.23
24	118.110236	7.29
25	142.180095	7.52
26	143.884892	7.59
27	75.000000	7.36
28	77.619664	7.39
29	79.817560	7.69
