64	7.70
128	4.01
256	2.40
512	1.62
1024	1.55
2048	1.79
4096	3.29
8192	3.04
16384	3.08
32768	3.15
65536	3.40
131072	3.79
262144	3.98
524288	3.57
1048576	3.72
2097152	4.87
4194304	4.32
8388608	2.32
