64	7.66
128	3.95
256	2.40
512	1.63
1024	1.53
2048	1.87
4096	3.12
8192	3.03
16384	3.09
32768	3.21
65536	3.40
131072	3.75
262144	3.81
524288	3.64
1048576	3.66
2097152	4.84
4194304	4.35
8388608	2.46
