64	36.33
128	17.92
256	8.74
512	4.64
1024	2.71
2048	1.75
4096	1.66
8192	2.75
16384	2.86
32768	2.93
65536	2.95
131072	2.98
262144	3.02
524288	3.06
1048576	3.02
2097152	3.77
4194304	4.16
8388608	2.44
