64	2.96
128	1.54
256	0.78
512	0.47
1024	0.44
2048	0.39
4096	0.38
8192	0.37
16384	0.36
32768	0.38
65536	0.35
131072	0.36
262144	0.35
524288	0.35
1048576	0.34
2097152	0.36
4194304	0.37
8388608	0.38
