64	4.37
128	2.34
256	1.38
512	0.99
1024	0.72
2048	0.54
4096	0.61
8192	0.56
16384	0.45
32768	0.48
65536	0.49
131072	0.52
262144	0.59
524288	0.80
1048576	0.91
2097152	1.15
4194304	1.20
8388608	1.30
