64	23.69
128	13.61
256	7.16
512	4.01
1024	2.36
2048	1.37
4096	0.89
8192	0.66
16384	0.54
32768	0.52
65536	0.59
131072	0.54
262144	0.50
524288	0.59
1048576	0.59
2097152	0.58
4194304	0.56
8388608	0.57
