64	19.31
128	12.89
256	7.27
512	3.81
1024	2.27
2048	1.31
4096	0.89
8192	0.66
16384	0.52
32768	0.59
65536	0.64
131072	0.53
262144	0.50
524288	0.59
1048576	0.58
2097152	0.59
4194304	0.58
8388608	0.56
