64	11.27
128	11.02
256	11.44
512	11.24
1024	11.10
2048	11.29
4096	11.29
8192	11.15
16384	11.35
32768	11.68
65536	11.74
131072	11.35
262144	11.84
524288	11.60
1048576	11.39
2097152	11.48
4194304	11.54
8388608	11.90
